HolderAddress,Balance,PendingBalanceUpdate
0x200b7c2851bf7edffca9a8473c51d728eb642861,56,no
0xb2216d945e90fe8df83ab7b959abae71e7946b7c,54,no
0x0ed24b41e4083a9e904344c9520a2a2936a8f655,53,no
0x14a7b00d427441c70f7c5af2aa4b68d49bfef193,53,no
0x0e22b7a1b8c8a1b6bda2b256a736c24bc54fa180,50,no
0x69f14edca82e052befff1d84e0d60008f14edc95,40,no
0x8f35df47832dc2015011d0af1d5f1abd6f7a905f,40,no
0xf2e2fda67754a5678162c368f27b5cbd6d344c54,40,no
0xecd13f0cad17fcbcafd2b62a9a284b66f402b2b3,36,no
0x414516f2cf36f103dd5d8f25ff421cd7c3a16974,36,no
0xd649946076d587af74cad517734935018a54cc2a,27,no
0xf6f24782ec37691076a604c92321351512b660c3,26,no
0x9501d587d8996dfb8eaded39024274623051dcb4,22,no
0xdfa8f66ce14f9dcfd892df21779e2b6d125885fb,20,no
0x0b0765bd6cc11f888b6210db1e70e5ba5409aa22,20,no
0x5627befc0836deb4b7000e19c0e5781c16f2b034,20,no
0x00fe9076e84c7e389a2b72bbb0700b6bf6a85ae9,20,no
0x6ba99b29a928b610dfed83e97fa2acc644100bdc,14,no
0x1f8f1c7585ff24532f598b05225d936242937f12,10,no
0xeb34fe97f5d0b481be8ef15465bb4f4349ee3a70,6,no
0x53efb7abe008b34d3b873487de45c7a78adf9865,4,no
0x9a8934ea058eeda5c762b374ab23c046beb1a1ce,3,no
0x05d4415f786e080fd81380a1d8d141b6b0d0fcbf,3,no
0xcdb38546db8a69e64ce73c3e277171785d9efd32,3,no
0xbedfae5c4918fea72681f4964d3ccdce96b8ed6c,3,no
0xf81e7c5ba1e26e8ad603ca11f601e9c2ef9dee57,2,no
0x97eca8f333a329063df9d4422e04db222d943f38,331831,no
0x70ab3e18ffb6944bef4a8d9e742b09b32318cec8,278457,no
0x00cd40451993ba123ac21a30f4f5a77843c25cef,276848,no
0xfee5270e4b04996e2a40ad78f49c94d134451fc7,261977,no
0xf86cfcb9f49906a0f4cf6cd7151781752df9e199,190294,no
0x8eee81574343cec494801d3525bd55675ea02706,175734,no
0xf80da892bb1ba74484090122c20d237c24d68277,150475,no
0x97511cfd7a92f2089ebed4825ddaffd13416d734,113179,no
0x47b873b570376ed57632dbae954dc6ba043c4ca5,108404,no
0xa5cbf5bc41b76ee9875778ddd4905c6fa4ed47c8,106911,no
0x6f43caad9b39cf87dfb01dba07693e001b8baeb0,102707,no
0x0aa6a30017cd6c0f704968eb9bdb1eb353dcca4e,101808,no
0xc068139332f8b85527b5f3eca53f7e804caa6bfd,100368,no
0x8ff68f610efb730d5cad4460be1ea2bfde69800c,94875,no
0x46459c8ec8d81ebcb773e74e91eeab952e939a63,92101,no
0x89692f761d3b0686dbfd7064ada030cf43feb161,86285,no
0xe8e98a435576d94870739b0de03236182d1cbd34,85507,no
0x7e58c625af1b40f8aa5c89636c49052b213dfc22,84623,no
0x6cb129ffe2e5a23e8d583a9fe6d98aa48fafdc85,84138,no
0x80177c806cf05c5b140a6a304b2b11d61a1bba50,83769,no
0x238562f22ddc8a45ee1ff01aa446e6ae6f75c424,82597,no
0x0afdb827d8db3943a8146f3ff7fa09816192c026,82048,no
0x4cdd38e2ee609baa0858771756cb08c07d5f2adf,81410,no
0x12a8c3378065aa100ca425baa1d4bdbe55bb1bae,79314,no
0xc9d04867777b585a78adfc5b645c44f9a243a4fa,78541,no
0x9d4d1ad5b60fcdef788901aa7f9e602cefff42e9,77762,no
0xef216b43d0ac20f414fd1002d5da2f28aeb006de,77700,no
0xe3861b680dbed5e46d34fadf26f56e4ee090992a,76957,no
0x4290ffdfd9179684ce2cdab0186b216aa2b12437,74070,no
0x807afe36c151f10cb445572a4352d51c0e6d81a8,73997,no
0x8a5c09118b70ff60d5ae6f3aa24331f099944d3d,72495,no
0xc446a1e68193f3baac16f761d5a5bb13e3a336a8,70429,no
0x14588376cc229e5f7195f0b6e7dffabcfdbe61ea,69704,no
0xd6b746c06785c5a888e566b951104c3b520191fc,67808,no
0x8311020957071c99d27f85b1198d6c596fe1c130,60428,no
0x49ca173bbd19094bacd55bdb81a719ba47cef1bc,60015,no
0x0fa956030702fbf3d25da3fac9eb7516bb0ca529,56201,no
0x5692caf77faf54948adacb2a92820650c25e5ccb,55525,no
0xc646ea299ec32cd4344f8bda084a7cf81d8d13f3,54415,no
0xdee6ac57f1f36f9bd0e012841f116793e3c870e4,51060,no
0xa51956bb17d54fe3f1e50ed1bf70dd2f799dbdc9,51011,no
0xcd0ea1b13bb47665b44689e0da90ec60c03df0ab,50876,no
0xac43d8586bb0809f9329bec1e21796cded4c3a76,50807,no
0x51c77f22097b86972dded87e8923e6afd2ac954a,50790,no
0x201f6eedcb2e94e87a253946dc40b60543b33f91,50057,no
0x4ec0b7d3fb03520dbdaf61ba6a9e91266dfe664b,49451,no
0x9230ad1de90a4ba9465761b5b350a3e6d8642980,49248,no
0xdbcee0d73f070e99cf31e6ec60dcee01d35969f5,49151,no
0x9a73033ac3ce81f1ddccb3f4e3fe357ce7f8c131,48522,no
0xdde24499ab7be96511b599ab8eb89dbfd19e07b3,47580,no
0xc7eea14a787da3a50bcc8e70c4a69c13c5c15524,45074,no
0x72a93c1451bbe3c2f3c2289c2c4120a143c34b88,43328,no
0xbb7f29c2a36f8ff92a4a34bce371ab8a0e30dc4b,41406,no
0x95e3ee5b384d9a873b2d95767b76dd044384b81b,41205,no
0xe5bf72712d7a26c6b205bf0a9ad6abb256815dc6,40329,no
0x57214bbfb46b95b37e681561f6772e6cbaa3e9dd,40119,no
0x09572ab0d41570b3ba8cf3f617ebb1886e78888e,40002,no
0x68d82291a12ef83878d2f501d573a3dd3b04854d,39536,no
0xf67dd8795749e66271c7db6ac09ed8f494f1b032,39057,no
0x99ebd43e8bfb51154a4953a029ebc0caf0f9c267,38144,no
0xf332da806df5bf7ba6b494874660462b3251fc9c,38045,no
0x2a975590f76a128bd15aa702873adb2ca052a55c,36031,no
0x93706f8fd815a9a74ebf72ea1958bf8fb1e41511,35929,no
0x35ff0b4fe001c25694ddd113ea1a3e027f8754c5,35889,no
0x913e777b4e8a026be4a255287e5ec21691de6857,35815,no
0x5f396c96aa9cfa125e6b175950f09e21e2535d5a,35453,no
0x0dd4a475ab9bd941c0ef44cfb1f562364a2e289b,34616,no
0xeaa6eb61c03681b9c94937dbc599e590f99c5d44,33456,no
0x8efee420492a5e2f296f47c63b6897cbd3ae2e5d,33172,no
0xb616de97410ea85c2cf722db029c101116e48a30,33160,no
0xf544eca1178c21475b5d1c79b1c1499487437238,32288,no
0x6ce3d0c51804bad8e43609ea4192babb901725cc,31837,no
0x4095ec413a4932515ea0f0f282e4c0e4117821d7,31818,no
0xca33354be6b6875456ed7e1140142ca784c5fe00,31471,no
0x1e8004f2b01f0235948c9fb027f6148fcc9ebbc1,31226,no
0x4d235d43764ab9f6378147337520d572e0c7e551,31212,no
0x69a43493054356b79ec3a5360f5a94f8a73e137f,30781,no
0xaf751d20cdf7a461e8c997d8a5d6c4985693b2ba,29002,no
0x4bf87c3c05ddf17fae102a3cc759c656b6c8a21e,28426,no
0x22857cd9b9576124796abc9f010e11e7d9f25aba,28340,no
0xa7d384a4b6c010526a69efa668fb52ec7bf588fe,28298,no
0xe6bdc74dd33d639aa791dd16ea39142c86889157,27335,no
0xa7eeaaf1b50ee18efe30dc1358c61a7930d7156e,27264,no
0xf432b1d6a9e93bb1ffae5430a325408cf96db167,27210,no
0x359514e8b775fbbcb82c63b5b2d0b66ce5eaeee5,26211,no
0x78a2fedc9af115caa732c558eb277d4b867014b6,25867,no
0x2bac9cfee4e92c27754e9fce2142feee225c6344,25833,no
0x5bc4270735770a9216f5739e409599301c8a2d05,25255,no
0xd17891cae19579665acb3ce4c73be0b6cd1a3ae3,25254,no
0x913400bae1d7a5b86a670286ca0889ff4b4c3d60,25115,no
0x0063149d492a5509d8b11b6b5d07666566a3494e,24920,no
0xd5c58f7fee0e886adf3c8efa831c45538a030d3a,24502,no
0x3c47450db5ff68c07195ec1002454921dad566b4,24411,no
0x27d9096a890feacfd378df7319b41e16cae5c697,24116,no
0x5d2fb1dc017d3041aaa110b91e7b5ea41a5a8217,24061,no
0x023eacc4964847d2b9f33c2dc5c58416f403c838,23945,no
0x71488e6de350158c5cd8be84a3639d33e36d824a,23888,no
0xd7843f54432676e812d4ecd9aadd3bdf91909339,23264,no
0xe6710306f5bef95bdb853549ca7cb5e8fcee3318,23071,no
0xb2371c7b6a3e2795876504fe0ce2140854858af1,23011,no
0xfd7e715c5b8d12326259a1de6c8b9f50e0c6c632,22854,no
0xcbefeb89cc89134f6db35b71a339eccd682f3250,22823,no
0x38d289084020e437aeb628ae6852bc908b4b387b,22694,no
0x3797603eb6b6eb7f4b8236385099d9ebef68dccb,22616,no
0x36a43579901bc5c31a74b47691d7b4d3dc2bf575,22610,no
0x538c1e966bb7714385214d5876cac1edce65fd88,22535,no
0x1ae1aad11c540adeb9aa2da366afb5eef7773a6e,22529,no
0xe1a0545b0bd326dd641d73c61df1a30364496d31,22018,no
0x9e3399efb5669e7633201bd7c9c13ebc4844eca7,21960,no
0xe351c18709352bdf4b739506579b221f7b0a0811,21502,no
0xe971b9e14c01f8a59813aef81a57edb87bd462bc,21240,no
0x478c88189ef6d44800381632cb9e6052ae02361b,20785,no
0x14fa366cc9aa52b80318f6d1b344233e5052c207,20730,no
0x974b34f4d1e630595e374facd5c07d2c2da7f0f1,20551,no
0xfc1f9107590fd17fe47199e36ba8105772657e9c,20342,no
0x3e7fc77a235376d7e97b669c57b4e673c1a2688e,20142,no
0x8e9bf8b920b812ab97e51f918bc697121f0b9611,20126,no
0xc809a56bbcb076d91027bcc0f1aad0061d9b1134,20094,no
0xc3ff1ca096ec7c3eb8f515b052b9a79b947412db,19922,no
0xf220ce1d8ec5913a64fb2b69956c69ce8a0a1b35,19399,no
0xf302facc42d80ce0b0ed0ba927dae56b84ddad84,18066,no
0xe9f6872eda670adefdb9e8d0826d306c6187b5da,18011,no
0x13cbe0d86e537001b0a898f04685c8961bbc3e81,18000,no
0xec5ccc6c1013ae1f57cc9b94cc168069be49032f,17746,no
0x017a9d501eece368a29cd826c51a6caa3fd91dc1,17432,no
0xb9a4a358c2b61d9bc5773a90b68c67488c86479d,17017,no
0x0fbe392d92ae7e033afb175a2344176d6538d639,16949,no
0x949a045865b7e0f0b8bf6cd7747a725381647514,16749,no
0xf9a3305e27b2f4e30680c5b45bed8e25e0ca98a0,16618,no
0x4874877b23935d0a6195d8a7205456edd222eb6f,16576,no
0x4ba04f007805cd90a9eeb6b381194c5149054dfd,16189,no
0xff24c7f6328ef8adc01b82b16f9db3096186ad0e,16135,no
0xce68c06ed264fec4c8c3ed5a56144f39afb72b8a,15843,no
0x4d5dd4f6f0d0f5981fa18797cdc38d43b192c3d4,15588,no
0x9fdd654c4212b0d87a62bbae269f2bb2fb50580b,15171,no
0x706a7da0d03241b99fd7a65eed697e24fdb18b5b,15067,no
0x40df57be48aea1376885b4b00dd3ae5893675638,14965,no
0xdb04b75d97ed7e516c6f3a4d6a685b1b5a86b9e3,14946,no
0xbcd97a0c407c2d9acc139f9db0b8b3201fe43daf,14809,no
0x13b5b8d91be07ebacf2839167d0727e661e665f6,14806,no
0x2a90c34343227efbb3d9865d19534761a47c5557,14805,no
0xf13c299915732dc342589292962775d5f1a1a892,14793,no
0x95049b3bed182a10e9da99dd64b05c732b8f5714,14761,no
0xba64807359d3071b91d512f7f9a9aff3aad1487b,14688,no
0x26479b1f3b997a720add5a74913f1c043a7f27f4,14584,no
0x56de96370e9645d3853f5144e4afcb27ad4c9f3f,14479,no
0x777df253f191712ad6be2ef2822debaa9d345657,14105,no
0xa5720f0dae50d465d5a151bc25501bb9e5c85e4f,14021,no
0x1fa448006a82884c92149fd10d5b30383f003e77,13925,no
0x7e4ce29cee3cc73b14ba4a45a2983a172018f847,13700,no
0xc246ee9854a159cdb072954c4aec73d56eb58f13,13640,no
0xca7202cbae85fda61342db9a345efb5b41a340a0,13477,no
0x0d6d251710e1494984e64297c41a2dedfd9a1adb,13358,no
0x336ed3c3340847fd02eeb7dbcc348b1f6f3d5a15,13355,no
0x83c97b09ab08cbc6610d8e737e2ccb2fe6fff142,13342,no
0xaf1f1d07ffd208b3bb2c8408a3d64fcb8905ac6c,13340,no
0x9af2004c89b004578af8c68d4246f5ecee613a68,13272,no
0x4234ecc543efb4cdf02039100e7f2a7ed2ab35e6,13139,no
0xdacc7d29e06b71c60292fd85bcb5be4c05f6c218,12922,no
0xa91d6a3b1e5ab66577b3f999455763e8625f4da3,12903,no
0xbf692a98c250e1076d4736d8eb13045bf2c2d14f,12804,no
0xef51883763fe17b57d60e97b2fe9147d36473fb4,12774,no
0x133a9700e6ede72ba28405d52920bf6cff64a1d9,12528,no
0x6b0e8f2df21e819511686a6014e4d4441337c636,12398,no
0xec827ab94a4352728183288c5822fc3e0545efda,12125,no
0xc9574c2b63a3ed21c0a80e44310be6061a37528f,12036,no
0xd25e3bb2b44f457ce3ad88d0882e6be5f28498f4,12032,no
0x37fd85bd73352abe8c977c1f6432bf5283d0a0b9,11852,no
0xdf28df8e8c9216a5daa0a3afbefa8c175f35eaa8,11830,no
0x35b94f0e9aa2a93e1617ef54a586e1edfe193a32,11794,no
0x8f1452e6e1bc6871d75c660075d7fd005b697407,11758,no
0xc562a6ae9fa5a22f2094a47ac5c424e03e3b9c72,11707,no
0x270b1e38bc2041e2efc7adfb13739dc005c6753f,11652,no
0x65272e9424017850ad239562360cbba3f2ee1b7a,11645,no
0x8661c3bf91f9ad8b2d562ad63c0b3b40f73c13c1,11526,no
0xe27ef42c236e9a6c0498adcd8804ccfb9702a62a,11512,no
0xfb15b8c39c93501e667df437f2b44185593e6e4b,11440,no
0xc0440025903c947ac592f264e72e2e981eae7f2a,11232,no
0x7b6536845af0fd32ca1fe3457e8f089cb7dc2671,11195,no
0xf211846aedeb47ceef0d9735028ca8d6a3fbe6ac,11104,no
0x20a8e493761ca87143170ee263574f9d1387ee4c,11072,no
0x011f1d065a106f9f14dbb114ccdb66823d80727b,11056,no
0xe5078cbec9ba0c6e1352fef808ad2cbdf554621d,10769,no
0xd21417cef9e5a555df816441ec8d071118f98fa2,10749,no
0x7864c479e2ddefc10bcac19d482918ccc3babef7,10710,no
0xb7c69fc0d5925657adbe0b5dffa82cdd661cca8a,10682,no
0xc178285a8eaf31fa59ec5339f135230f502596cc,10631,no
0xac2cbcec963ea98d4f8bc68a5b7faa99172fa4b5,10607,no
0x6bbb47dc286473a7156b0d9b3df5588b3199c1f5,10481,no
0x79baf47afe0579391b824b6f34c11216f80aadd5,10430,no
0xe20e175df2ec1c9fdb9b5a91ba11f6c5691c95be,10368,no
0xaba530fbbb39c43d9b7a367f85234d4fcc23677d,10341,no
0x20b3da2ec23de493e36311108dd32a82efc32761,10338,no
0x5a0ac23b69db12351510c31fc5adcbc2df8c04e5,10333,no
0x2bd89adf988609ba5bb91cdc4250230ddc3d9da7,10289,no
0x8c06cdf69ab0f8dc632f21881ec60952359553bc,10240,no
0xbe843ba73612ab10dfd1338add6a56e54f6760d7,10232,no
0x88bd317d759bf449279eae747cb6ada19206e820,10195,no
0x2ef37daea40e4c972bfb2f18e494c3d2b4bf81ed,10190,no
0x73383cb98df5e5df58fdc198cc510bc046dacf4c,10175,no
0x2b60a0b2bf3398b20330e5f8c1f6c1df34e7c9f9,10170,no
0xe9f6c913dd72854ac7f3fc50c6396eac096de8e1,10160,no
0x46532f4ce1cf8b924284ba19a5c2425757d79024,10115,no
0x510dcc6b7ca5812dfea4d32200e0d8281653e825,10000,no
0x9d24f2b6b473f72c0ba930f1a8d82ea87f20f92b,9928,no
0x55fb1fbca06770ef031a24f8a73fde2d92081b4f,9884,no
0x7711cfcdec815e173c889eeebbe3fbf65d743e7d,9855,no
0x3ea9ad961c3a9494ae47c48937a261c0f62337f1,9780,no
0xf14f154b2ef1dcbeb426c396047a03f3bb898a79,9707,no
0xc3f5fa9b4073958eff2fd935553768299d020c1d,9632,no
0xdc05eee340e93f5dfafa2405d043717bcfea5fd4,9607,no
0xe5a38e86636c98cfd7efaaaac55a37f14d0a142d,9584,no
0xaf03581749c90860eacdf2c5857984c7eec2ad98,9574,no
0x6602b455de30b4629073f8a7324b01c8cfa0af36,9533,no
0x632deb8480867ee288802f967b37b3191f09fd97,9339,no
0x1b6db33a52ab154a585faed1349a0923dc618288,9277,no
0x6707c3a6b874808f92abe471b29ab262ed323cc2,9238,no
0x1d09425d7f6830379d6d5e06cdd2e9b1603ec466,9217,no
0x2227380a821214b95d0f89d49002001bc7d8d82e,9171,no
0xd48f21871c2fe19f06e930703ffca7af1dcbd7a4,9099,no
0x7a153d3b235cc32ca00a29f2da1e066e7c1d0be1,9093,no
0x2fa1ad50810c581a8d051005772f68813eeb65c4,9040,no
0xd50040b01adead30f81b0e0aa3f73718a14fdc51,9001,no
0xe5f43c6365bbc5d92412bfda896e9a969ff2f583,8899,no
0xd1dc6942b4176a5c48ce16fd13ccda4aa0772c55,8776,no
0x03a909ee4b6d8d410ff9983770a0ca3d84f87827,8751,no
0x7f7e4c54a163e160bd00152c14b6f9428979a6de,8738,no
0x230ffd92d44cf75d1fdfd9ae944d1346866bd8f8,8736,no
0x4071c1323ee9c8bf29ca6e2c7df12204d7304ada,8630,no
0x61d46a6cf23727b8fd50b9b67c011611a3560e1f,8607,no
0x6a73ce3b46ec8544682d18ffef3252045c14df2f,8547,no
0x15cceeded6d102dacd0f3f9d424e871a66fab089,8524,no
0x336a546941c4f2cf9436d25a7bfbb19ffbce2992,8512,no
0x7f2e74d3fbe8ea19b54471343c8cf4ad26ea3ba9,8492,no
0x81c928b6d521499afbd3d0fedd51f05f5e5a7f44,8300,no
0x2e61d603dad1dee5f37859a4af91d2d9766492ac,8180,no
0x3c7ee9172ad6107f479970ee20bb6de3ad2c0f24,8110,no
0x20ba7999a88e7130f30d16b74ce56d6aa169e105,8018,no
0x2866fd8187d9507421f718e0fe9f321e4113c8d3,7988,no
0xe333b1bc55ec7ee20b0c39f6d595f299ec811666,7986,no
0x98be20e133e870a235f3a5a2bf5fa5b1b35f1294,7923,no
0xffb25b4361ecab6303ea4b06d97d412ea9a62ae6,7830,no
0xb2f1292dd35fa8a27748caa09d90d0f31e227819,7811,no
0x35b00621c8e8088dcce41e593303faa2b0871f78,7770,no
0xe9c9d210af73234f2a7199b330ef23f6c3683e67,7622,no
0xbbcab88886e90c75044a7c9f50ed49690d750777,7534,no
0x7a4527ce26ab327fad14811500ff30cd84801415,7479,no
0x62ddc6c2cc790315767dfb5187bd85ddad640159,7467,no
0x9f0cb980d30cdda918a3dbf2419ce2f23bb8ecd4,7427,no
0x31bef825436a096594febd0b6866e6f428498323,7380,no
0xc2268a39cf5169dbff0abae416313e5b26032f70,7340,no
0xcaf747360eef9da7bd435857c82f107d3df045e8,7289,no
0x6c9320fc3ec94681229d9ca262a15670fe46c514,7267,no
0x605567c996e3c36f823c146c6e2ad34320957b70,7213,no
0x7a9586965b4d1ac2fa90019d507783ca7615f713,7147,no
0x8e18638767b41e534f104fb37e6f77ec9b9a9589,7118,no
0xce0f66c09871685fdc6d83e0c74ca83b97f8aff7,7107,no
0x090a8064044b35b521a6acbb0bb16a53451f77a7,7088,no
0xb0497fdae00d13dc8e4c67f25f5be046f1962577,7041,no
0x34e9b658ddb257c7a8272b9f205ef4e81be8451a,7034,no
0xc96cd6d017dd6724eb3619b3c637df8dd7502f78,6972,no
0xfa9b0c0a0ddcd07ad703eafa690eac7782a6c9ac,6943,no
0xdc955cf00b66cda311c7213366e206250fdfd95d,6921,no
0x8d071919d1567e72200b6d50ea29847e275fd3b9,6912,no
0x5653e6a66ab119a2ba4307ba1f20470ec0c1bcde,6908,no
0xcc872060de580afd792f337015eb5374510528cc,6893,no
0x07bdd3ed9d44d846b6f1b7c8b840899121475132,6860,no
0xe07be58dc7707a6d5214930c2d2cd50949db37e7,6854,no
0xdc0898c4c9ddcaf6938076761b4f0bf160c574b4,6777,no
0x575ec9fdb87e152801c86e7246079c8f25097143,6731,no
0x9b0fe31d69dec75ae2e74c847bf09d12248a531a,6681,no
0x68bb68e9eb55872acbbf847d12ac8f151ac7cfad,6650,no
0x91cea74ceee77e40aa6e9ddfbbaa1e59febd9288,6600,no
0x1745f02b2ece529569496b0b3e1833434f8a49ca,6458,no
0x1d58802b9a98dfb356d2597b4517bed1ef57aa28,6418,no
0x8f8c78b99bf1a0d38de628245a0032460dce07e5,6417,no
0x3d8dcb07a72bcc5de7ce029b7100b08a3e0207c8,6365,no
0x7e86fa711436eb5b81e011b2cdfb3f3f1be8ff9b,6260,no
0xad093345e065eba7f386fb1f840e58f90cbe4e6d,6252,no
0x5aec800ecb27eca15ff317680596cdd27b615123,6250,no
0x0379223b035a254d2cc9a1fe4a5bb9d83eb02f1e,6233,no
0xd69977ff0f90af0a3bb2dcb1267f8b0aa21eb180,6221,no
0x2d7977eaa76c79125df91e886531553ac2f3336b,6179,no
0xd1ccf869770a0f4e2da73621eb585228b53427d4,6175,no
0x2170cd1b55861c91097dfd5ba00099bfaff13960,6172,no
0x38ce40b1ccbcb8b5c7eadf19763592bf1765e150,6144,no
0x291997b91d20606d86514fd5fce294782a809dfd,6126,no
0xebce2089d1eb8e8e7ab0350439b81c7e43e21d27,6089,no
0x83e292cd74b2205578467a707b4c5ca9e9d09e2b,6081,no
0x6b46a325329ac9609ef83047aefe47e96c432386,6079,no
0x262ee4faa26597daed0d8092df7813fdf4d4ff83,6055,no
0xc0c9a0dfd2e80c8f24bf7a205ccb59b2185c2b53,6036,no
0xb552683320d64c75db1edb3cf10517ab176bef6c,6029,no
0x4473d67206808196fef974636342ce329087f3d8,6004,no
0x9527b4b081f78f9fdc059a9bd2fc4fe34641d8ff,5971,no
0x714673623a445f3c793ecc29929fb1b960610dd7,5940,no
0x5ce6b206c52864730bbcc9b6a88f2b3a4f66f5e1,5936,no
0x095fbd19603c00d78bb2b852929a8d2a52d38277,5923,no
0x92891ed65ab3909db07e815e0c370b1b65d3ae20,5895,no
0xee8d5655c1d5eecb489033be2fc2b21c8391d931,5757,no
0xc6eb48fa5defc4ce9d9b99678baf0eeeec7eb32f,5735,no
0xd916c888aed7fae4008cadf390f98b4621cc0989,5668,no
0x42671d7491d73f6eba982d38ce34fd3f872ad3cf,5616,no
0xbf750dbf6c6780a37819af9eb3f74c270e71b910,5579,no
0x60113ce59cd6e9c4bd57819c623ab835ba0953dd,5546,no
0x135afbac95fb55b6a1b78db8e1cdc814a6e51b40,5477,no
0xdaed721e31f499b482255be8e8f921fe61e02c6f,5439,no
0x8eda75a5669109492f8871235970cb066ee1722d,5423,no
0xbb4ac4488be03b19dbefa56a43f11aca30712586,5410,no
0x30b38b329339faf3ee4117a1f6c53905cc162aa1,5410,no
0xa27c2e59914a963749596f8c692a2bc0681ffcbf,5405,no
0xe400a4cfa85de71259b97a00649dd7cd5377d249,5402,no
0x98982b345fd08ffbb3eaafcd08d9fc18e78f487a,5391,no
0x43b993ba3637f6f16d2c31d278b154bd54e86edc,5384,no
0x275fbfd1509d4504d342615743049b23f1623290,5371,no
0x479a4b5e3ee4a8f0c693b5dddd3a39c366ec5b7e,5357,no
0xf0c76b1818ba4dab7ff9d81aa823b77eb5280753,5320,no
0x04f5bdc74411ca5e2121bb8598e76e648194c189,5296,no
0x2f0ef863b2f56731f095ad62ad63ac95b3dc1f79,5260,no
0xf701f29e460c01b2b066aad88e044862614e0b73,5247,no
0xbbd709a55a2a7a1baf998a7efd6dd558e79b6414,5235,no
0x6d3fbb031ff57b7c9e51ca9d946c7ae3f074c867,5232,no
0x05a20bbc6f7a9ace56dd08e26eb71c5e099b62c0,5197,no
0x8ffd183ef7a6e2fc693d90f3106508d0a17c3665,5191,no
0x336e9e085ed3ea5a7e6e33c59552d6a1f3ce290d,5191,no
0x4d9073620c30d5b6904e7889f0fd77278ccdc47d,5170,no
0x9ca5ea9461133f9727ab28f0424037f354ce98f3,5167,no
0x0cba88e1c475a4357164356eb25e9884cd1bac78,5163,no
0xecd2afb31c6c19d37ef8be96b6e9fad59866e5b7,5134,no
0xa83b37565ee5844091c6278eab47b9eae89f5a67,5121,no
0xdaef04960996d7e27eeed353400229744e50bfdc,5109,no
0xb18b3f1bdc0cdc47f4e3f91ceedb367fb57dccf2,5106,no
0x8f93d9265dfc760f3a989d4ab9269d3f3e191930,5097,no
0xdc2d3be5b2d972c9779361c7873d37e0d6e3e15b,5086,no
0x4afe58daf50997959b60398d48d1db21ec07a8a9,5079,no
0x40ac69817ba84c05738adc579de0d86d090e9832,5043,no
0x694a4916861663b153db8832d85223be74557a79,5007,no
0x4a14410edd1954577c2064def76ee4aacae399c6,4959,no
0x8664f14db2049750db2cdea634b1d5043e4b8bd7,4947,no
0x81bdb510d7047d5f916181067a0bd2a1db21bc96,4936,no
0x9f995e98c664365920f2fb8778018ba7bbe4af29,4934,no
0x6539b5ae271fd482adbeaf9137a00a7f6240b8fe,4933,no
0xa7a5cbc4c5928663586780d68fd4b15513356eac,4921,no
0xdf352d9d939cc06cc0f32d3c940f02946a2924da,4894,no
0xd72c0526d0a2cf08ba7adc139aba00511da032e5,4890,no
0xc154b1984603062c93e9470695c569cc3cb238a9,4885,no
0xf4850e2fdf552889acf41050c101bd670bbd8ca1,4882,no
0xdf854cd33fd0bc4c701b4742de854435a648041f,4798,no
0x9c753c325de1d39b7289acb368eb3e438a3d2301,4793,no
0x4266a9159624776aa2c93f98dc19549895c4640b,4779,no
0x3e4539ce5a108c923e96a2ad37944e3bd009eb58,4752,no
0xa64395d7b5f4ce884be0c2b3c55276bc960a46c9,4739,no
0x7e5f090bee90854b524d880146ac815280bbb3fa,4679,no
0x7e40eebf12bfc0f72d1b458fdf699737b15a78eb,4679,no
0xadb5849138dc37030479d7ed6b627af3bc0c6882,4676,no
0xa87e5a70d4fa01874d736258a4dd940fd0dc08cf,4670,no
0x7a851d8b666ef1a4346518c24fdca4bc4704b5dd,4612,no
0xbb9136c30b36f80d30c5982037092afa511a9a50,4554,no
0x9707df2ea7d5d22a7973e218c90c789def1cc061,4527,no
0xe065b1707371c8ab9d7b01d5d318070c1e02cbd6,4526,no
0x2ea16fbda641e6f221de0f0a74eb1007541e9266,4522,no
0x766bc0639ae2498ce002cb766eb3700398c578c0,4506,no
0xcad909ace79243184aca3d21690d3718614c7b90,4485,no
0x424e0fe95f7aa640a59eb1874f53f13d130de667,4470,no
0x68b3e09450d4356e4bfd8359c3000b0f6261abd6,4449,no
0xedb40e240eef0628b109b2857b6ce61e94e2bf9c,4390,no
0x538a1c2584593e1a94d4d980bf20b5e45e059fcc,4380,no
0xe3206bd441f507f07bc6dfea4408070ec6b87a68,4372,no
0x8d2119297ec95d810e56547a1cff5c5204143392,4365,no
0x2daae3df7d1b0c7f5d9872717680eb36bf0ea08d,4353,no
0x6b67e9d37d5ea2ea7285f2abc89976b2a0c4098b,4349,no
0x410f7c5e7ff987c9bac1f02d45b33637c0531205,4333,no
0xa4a0c3cd9e97dce479c619cd989aa3c53fa70912,4275,no
0x8536245cde969af86ab4c8ecbe14065ef4301b23,4273,no
0x4a3a46941f98cb4da0b9a4fd43269ee722f2aab7,4270,no
0x87078cf06f101033df549b2a13fa611c601be928,4255,no
0xe72ff7333fd23a6de6b16550eb3da9a1919c1da9,4246,no
0xb099faeea5092da7a1b77fb99ab5578a57af8d7a,4205,no
0x2c799d65806260f9bcad5cd9b1ffae4900707f20,4196,no
0xba711e545d4a449e85ebede2b89f81432e2ba89b,4165,no
0x592b38abf30b5cc5523f30f6f570c2e03d32cd25,4160,no
